isolate,lineage,hostA,host,Region,Department,Province,District,Latitude,Longitude,Altitude_(masl),collecting_year,host_group,host_group2,host_Tiina,time,haplotype,MLGnew,geo,field_number
PHCA060-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,190
PHCA061-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG131,Huancavelica-Huancavelica-Yauli,189
PHCA062-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,189
PHCA063-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG202,Huancavelica-Huancavelica-Yauli,189
PHCA064-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG202,Huancavelica-Huancavelica-Yauli,189
PHCA065-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG218,Huancavelica-Huancavelica-Yauli,192
PHCA066-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,192
PHCA067-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG149,Huancavelica-Huancavelica-Yauli,192
PHCA068-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG149,Huancavelica-Huancavelica-Yauli,192
PHCA069-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,192
PHCA070-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG131,Huancavelica-Huancavelica-Yauli,192
PHCA071-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,0,MLG149,Huancavelica-Huancavelica-Yauli,192
PHCA072,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG11,Huancavelica-Huancavelica-Yauli,194
PHCA073,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG211,Huancavelica-Huancavelica-Yauli,194
PHCA073-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,0,MLG202,Huancavelica-Huancavelica-Yauli,195
PHCA075,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,194
PHCA075-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,195
PHCA076,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,194
PHCA076-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,0,MLG202,Huancavelica-Huancavelica-Yauli,195
PHCA077,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,194
PHCA078,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG54,Huancavelica-Huancavelica-Yauli,193
PHCA078-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,0,MLG132,Huancavelica-Huancavelica-Yauli,195
PHCA079,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,193
PHCA079-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,0,MLG116,Huancavelica-Huancavelica-Yauli,195
PHCA080,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,193
PHCA081,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG217,Huancavelica-Huancavelica-Yauli,193
PHCA082,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,191
PHCA083,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG202,Huancavelica-Huancavelica-Yauli,191
PHCA084,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,191
PHCA085,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,191
PHCA086,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,191
PHCA087,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA088,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG180,Huancavelica-Huancavelica-Yauli,187
PHCA089,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA090,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Huancavelica-Huancavelica-Yauli,187
PHCA091,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA092,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA093,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,185
PHCA094,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,185
PHCA095,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA096,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG213,Huancavelica-Huancavelica-Yauli,190
PHCA097,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA098,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG216,Huancavelica-Huancavelica-Yauli,190
PHCA099,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA100,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3789,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,188
PHCA101,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3789,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,188
PHCA102,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3789,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,188
PHCA103,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3789,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,188
PHCA105,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG10,Huancavelica-Huancavelica-Yauli,190
PHCA106,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,190
PHCA107,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,189
PHCA108,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG149,Huancavelica-Huancavelica-Yauli,189
PHCA109,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,189
PHCA110,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG202,Huancavelica-Huancavelica-Yauli,189
PHCA111,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,192
PHCA112,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG149,Huancavelica-Huancavelica-Yauli,192
PHCA114,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG117,Huancavelica-Huancavelica-Yauli,192
PHCA115,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.75527778,-74.80505556,3848,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG149,Huancavelica-Huancavelica-Yauli,192
PHCA116,EC1,S. acaule,S. acaule,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,wild_potato,other,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,185
PHCA117,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG211,Huancavelica-Huancavelica-Yauli,195
PHCA118,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG211,Huancavelica-Huancavelica-Yauli,195
PHCA119,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG149,Huancavelica-Huancavelica-Yauli,195
PHCA120,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG211,Huancavelica-Huancavelica-Yauli,195
PHCA121,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,195
PHCA122,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,195
PHCA123,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77647222,-74.91852778,3613,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG217,Huancavelica-Huancavelica-Yauli,186
PHCA125,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.67675,-74.83797222,3782,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG202,Huancavelica-Huancavelica-Yauli,195
PHU001,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Chinchao,-9.74833878,-76.12054502,2857,1996,cultivated_potato,cultivated_potato,,old,0,MLG177,Huánuco-Huánuco-Chinchao,215
PHU001-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-10.27197222,-76.39219444,3274,2016,cultivated_potato,cultivated_potato,,current,0,MLG108,Huánuco-Ambo-Ambo,201
PHU002,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Chinchao,-9.74833878,-76.12054502,2857,1996,cultivated_potato,cultivated_potato,,old,0,MLG146,Huánuco-Huánuco-Chinchao,215
PHU002-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-10.27197222,-76.39219444,3274,2016,cultivated_potato,cultivated_potato,,current,0,MLG108,Huánuco-Ambo-Ambo,201
PHU003-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-10.27197222,-76.39219444,3274,2016,cultivated_potato,cultivated_potato,,current,0,MLG131,Huánuco-Ambo-Ambo,201
PHU004-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-10.27197222,-76.39219444,3274,2016,cultivated_potato,cultivated_potato,,current,0,MLG136,Huánuco-Ambo-Ambo,201
PHU005-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huánuco,Ambo,Ambo,-10.27138889,-76.39205556,3222,2016,cultivated_potato,cultivated_potato,,current,0,MLG114,Huánuco-Ambo-Ambo,202
PHU006-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huánuco,Ambo,Ambo,-10.27138889,-76.39205556,3222,2016,cultivated_potato,cultivated_potato,,current,0,MLG109,Huánuco-Ambo-Ambo,202
PHU007-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-9.763527778,-76.08152778,2542,2016,cultivated_potato,cultivated_potato,,current,0,MLG132,Huánuco-Ambo-Ambo,203
PHU008-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-9.763527778,-76.08152778,2542,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Ambo-Ambo,203
PHU009-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-9.763138889,-76.08016667,2566,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Ambo-Ambo,204
PHU010-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-9.763138889,-76.08016667,2566,2016,cultivated_potato,cultivated_potato,,current,0,MLG149,Huánuco-Ambo-Ambo,204
PHU011-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Ambo,Ambo,-9.763138889,-76.08016667,2566,2016,cultivated_potato,cultivated_potato,,current,0,MLG120,Huánuco-Ambo-Ambo,204
PHU012-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.795527778,-76.00064167,2793,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Huánuco-Pillao,212
PHU013-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.795527778,-76.00064167,2793,2016,cultivated_potato,cultivated_potato,,current,0,MLG119,Huánuco-Huánuco-Pillao,212
PHU014-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.795527778,-76.00064167,2793,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Huánuco-Pillao,212
PHU015-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.795527778,-76.00064167,2793,2016,cultivated_potato,cultivated_potato,,current,0,MLG134,Huánuco-Huánuco-Pillao,212
PHU016-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.794222222,-75.99980556,2839,2016,cultivated_potato,cultivated_potato,,current,0,MLG168,Huánuco-Huánuco-Pillao,213
PHU017-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.794222222,-75.99980556,2839,2016,cultivated_potato,cultivated_potato,,current,0,MLG163,Huánuco-Huánuco-Pillao,213
PHU018-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.794222222,-75.99980556,2839,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Huánuco-Pillao,213
PHU019-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.743638889,-76.00991667,3170,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Huánuco-Pillao,216
PHU020-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Huánuco,Pillao,-9.743638889,-76.00991667,3170,2016,cultivated_potato,cultivated_potato,,current,0,MLG168,Huánuco-Huánuco-Pillao,216
PHU021-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Umari,207
PHU022-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG133,Huánuco-Pachitea-Umari,207
PHU023-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huánuco-Pachitea-Umari,207
PHU024-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG163,Huánuco-Pachitea-Umari,207
PHU025-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Umari,207
PHU026-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG120,Huánuco-Pachitea-Umari,207
PHU027-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Umari,-9.899888889,-76.03138889,2748,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Umari,207
PHU028-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Panao,210
PHU029-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG168,Huánuco-Pachitea-Panao,210
PHU030-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG163,Huánuco-Pachitea-Panao,210
PHU031-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG133,Huánuco-Pachitea-Panao,210
PHU032-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Panao,210
PHU033-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Panao,210
PHU034-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Panao,210
PHU035-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Panao,210
PHU036-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Panao,-9.885916667,-75.97738889,2596,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Panao,210
PHU037-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG133,Huánuco-Pachitea-Chaglla,211
PHU038-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Chaglla,211
PHU039-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huánuco-Pachitea-Chaglla,211
PHU040-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Chaglla,211
PHU041-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Chaglla,211
PHU042-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG106,Huánuco-Pachitea-Chaglla,211
PHU043-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huánuco-Pachitea-Chaglla,211
PHU044-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huánuco,Pachitea,Chaglla,-9.846111111,-75.897,3158,2016,cultivated_potato,cultivated_potato,,current,0,MLG155,Huánuco-Pachitea-Chaglla,211
