isolate,lineage,hostA,host,Region,Department,Province,District,Latitude,Longitude,Altitude_(masl),collecting_year,host_group,host_group2,host_Tiina,time,haplotype,MLGnew,geo,field_number
PCZ024-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG187,Cusco-Paucartambo-Challabamba,179
PCZ025-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,179
PCZ026,PE3,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.2042,-71.6544,2735,1997,cultivated_potato,cultivated_potato,,old,0,MLG227,Cusco-Paucartambo-Challabamba,180
PCZ026-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,179
PCZ027-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,179
PCZ028-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,South,Cusco,Paucartambo,Challabamba,-13.28661318,-71.63914474,3899,2017,cultivated_potato,cultivated_potato,,current,0,MLG144,Cusco-Paucartambo-Challabamba,175
PCZ029-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,South,Cusco,Paucartambo,Challabamba,-13.28661318,-71.63914474,3899,2017,cultivated_potato,cultivated_potato,,current,0,MLG146,Cusco-Paucartambo-Challabamba,175
PCZ030-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,South,Cusco,Paucartambo,Challabamba,-13.28661318,-71.63914474,3899,2017,cultivated_potato,cultivated_potato,,current,0,MLG144,Cusco-Paucartambo-Challabamba,175
PCZ032-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3803,2017,cultivated_potato,cultivated_potato,,current,0,MLG126,Cusco-Paucartambo-Challabamba,181
PCZ033-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3803,2017,cultivated_potato,cultivated_potato,,current,0,MLG126,Cusco-Paucartambo-Challabamba,181
PCZ034-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3803,2017,cultivated_potato,cultivated_potato,,current,0,MLG126,Cusco-Paucartambo-Challabamba,181
PCZ036-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3803,2017,cultivated_potato,cultivated_potato,,current,0,MLG126,Cusco-Paucartambo-Challabamba,181
PCZ041,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Paucartambo,-13.59694444,-71.69611111,3255,1997,cultivated_potato,cultivated_potato,,old,0,MLG141,Cusco-Paucartambo-Paucartambo,169
PCZ042,PE3,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Paucartambo,-13.59694444,-71.69611111,3255,1997,cultivated_potato,cultivated_potato,,old,0,MLG226,Cusco-Paucartambo-Paucartambo,169
PCZ110,PE3,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares, -13.0741,-71.948,3010,1997,cultivated_potato,cultivated_potato,,old,0,MLG102,Cusco-Calca-Lares,183
PCZ111,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares, -13.0741,-71.948,3010,1997,cultivated_potato,cultivated_potato,,old,0,MLG141,Cusco-Calca-Lares,183
PCZ118,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares, -13.0741,-71.948,3010,1997,cultivated_potato,cultivated_potato,,old,0,MLG171,Cusco-Calca-Lares,183
PCZ119,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares, -13.0741,-71.948,3010,1997,cultivated_potato,cultivated_potato,,old,0,MLG139,Cusco-Calca-Lares,183
PCZ155,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Quispicanchi,Andahuaylillas,-13.6725 ,-71.6794,3015,1997,cultivated_potato,cultivated_potato,,old,0,MLG177,Cusco-Quispicanchi-Andahuaylillas,184
PCZ156,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Quispicanchi,Andahuaylillas,-13.6725 ,-71.6794,3015,1997,cultivated_potato,cultivated_potato,,old,0,MLG171,Cusco-Quispicanchi-Andahuaylillas,184
PCZ170,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Cusco,Calca,Calca,-13.23636111,-71.90143611,4000,2013,cultivated_potato,cultivated_potato,,old,0,MLG187,Cusco-Calca-Calca,178
PCZ172,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Cusco,Calca,Calca,-13.23636111,-71.90143611,4000,2013,cultivated_potato,cultivated_potato,,old,0,MLG157,Cusco-Calca-Calca,178
PCZ173,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Cusco,Calca,Calca,-13.23636111,-71.90143611,4000,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Calca,178
PCZ174,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Cusco,Calca,Calca,-13.23636111,-71.90143611,4000,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Calca,178
PCZ175,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares,-13.26813889,-71.91638889,3852,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Lares,177
PCZ176,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares,-13.26813889,-71.91638889,3852,2013,cultivated_potato,cultivated_potato,,old,0,MLG124,Cusco-Calca-Lares,177
PCZ178,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares,-13.26813889,-71.91638889,3852,2013,cultivated_potato,cultivated_potato,,old,0,MLG181,Cusco-Calca-Lares,177
PCZ180,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Lares,-13.26813889,-71.91638889,3852,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Lares,177
PCZ181,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Cusco,Calca,Lares,-13.20063889,-71.90972222,4153,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Lares,180
PCZ182,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Cusco,Calca,Lares,-13.20063889,-71.90972222,4153,2013,cultivated_potato,cultivated_potato,,old,0,MLG67,Cusco-Calca-Lares,180
PCZ183,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Coya,-13.48911111,-71.91911111,3060,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Coya,170
PCZ185,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Coya,-13.48911111,-71.91911111,3060,2013,cultivated_potato,cultivated_potato,,old,0,MLG153,Cusco-Calca-Coya,170
PCZ186,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Calca,Coya,-13.48911111,-71.91911111,3060,2013,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Calca-Coya,170
PCZ220,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3803,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG125,Cusco-Paucartambo-Challabamba,181
PCZ227,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3851,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG126,Cusco-Paucartambo-Challabamba,181
PCZ228,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44258872,-72.24368862,3448,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG125,Cusco-Anta-Zurite,172
PCZ229,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG126,Cusco-Paucartambo-Challabamba,176
PCZ230,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.193033,-71.656254,3005,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG155,Cusco-Paucartambo-Challabamba,181
PHCA001,EC1,S. billhoockerii,S. billhoockerii,Center,Huancavelica,Tayacaja,Pampas,-12.40583333,-74.66194444,3300,1999,wild_potato,other,,old,0,MLG177,Huancavelica-Tayacaja-Pampas,197
PHCA001-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,194
PHCA002,EC1,S. billhoockerii,S. billhoockerii,Center,Huancavelica,Tayacaja,Pampas,-12.40583333,-74.66194444,3300,1999,wild_potato,other,,old,0,MLG177,Huancavelica-Tayacaja-Pampas,197
PHCA002-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,194
PHCA003-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,194
PHCA004-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,194
PHCA005-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,194
PHCA006-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG216,Huancavelica-Huancavelica-Yauli,194
PHCA007-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG216,Huancavelica-Huancavelica-Yauli,194
PHCA008,EC1,S. grasilifrons,S. grasilifrons,Center,Huancavelica,Tayacaja,Pampas,-12.38,-74.66444444,2700,1999,wild,other,,old,0,MLG177,Huancavelica-Tayacaja-Pampas,199
PHCA008-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,194
PHCA009-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,194
PHCA010-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,194
PHCA011-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.717398,-74.769709,4013,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,194
PHCA012-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG54,Huancavelica-Huancavelica-Yauli,193
PHCA013-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,193
PHCA014-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,193
PHCA015-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,193
PHCA016-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG54,Huancavelica-Huancavelica-Yauli,193
PHCA017-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,193
PHCA018-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,193
PHCA019-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG41,Huancavelica-Huancavelica-Yauli,193
PHCA020-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,193
PHCA021-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.737156,-74.786532,4018,2016,cultivated_potato,cultivated_potato,,current,0,MLG149,Huancavelica-Huancavelica-Yauli,193
PHCA022,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Tayacaja,Colcabamba,-12.37027778,-74.72611111,3610,2000,cultivated_potato,cultivated_potato,,old,0,MLG177,Huancavelica-Tayacaja-Colcabamba,200
PHCA022-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG216,Huancavelica-Huancavelica-Yauli,191
PHCA023-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,191
PHCA024,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Tayacaja,Colcabamba,-12.37027778,-74.72611111,3610,2000,cultivated_potato,cultivated_potato,,old,0,MLG257,Huancavelica-Tayacaja-Colcabamba,200
PHCA024-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG95,Huancavelica-Huancavelica-Yauli,191
PHCA025-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,191
PHCA026,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Tayacaja,Colcabamba,-12.37027778,-74.72611111,3610,2000,cultivated_potato,cultivated_potato,,old,0,MLG177,Huancavelica-Tayacaja-Colcabamba,200
PHCA026-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,191
PHCA027-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,191
PHCA028-FTA,EC1,S. tuberosum,S. tuberosum Group Stenotonum,Center,Huancavelica,Huancavelica,Yauli,-12.75733333,-74.81111111,4032,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,191
PHCA029-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA030-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,187
PHCA031-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,187
PHCA032-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,187
PHCA033,PE7,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Tayacaja,Colcabamba,-12.4025,-74.73916667,3735,2000,cultivated_potato,cultivated_potato,,old,0,MLG5,Huancavelica-Tayacaja-Colcabamba,198
PHCA033-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Huancavelica-Huancavelica-Yauli,187
PHCA034,PE7,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Tayacaja,Colcabamba,-12.4025,-74.73916667,3735,2000,cultivated_potato,cultivated_potato,,old,0,MLG5,Huancavelica-Tayacaja-Colcabamba,198
PHCA034-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG218,Huancavelica-Huancavelica-Yauli,187
PHCA035-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA036-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA037-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.77580556,-74.91947222,3607,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,187
PHCA038,PE7,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Huancavelica,Tayacaja,Colcabamba,-12.4025,-74.73916667,3735,2000,cultivated_potato,cultivated_potato,,old,0,MLG5,Huancavelica-Tayacaja-Colcabamba,198
PHCA038-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Huancavelica-Huancavelica-Yauli,185
PHCA039-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,185
PHCA040-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,185
PHCA041-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG219,Huancavelica-Huancavelica-Yauli,185
PHCA042-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Huancavelica,Huancavelica,Yauli,-12.81222222,-74.81411111,4078,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,185
PHCA043-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG219,Huancavelica-Huancavelica-Yauli,190
PHCA044-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA045-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA046-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG214,Huancavelica-Huancavelica-Yauli,190
PHCA047-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG218,Huancavelica-Huancavelica-Yauli,190
PHCA048-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA049-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,190
PHCA050-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Huancavelica,Huancavelica,Yauli,-12.77555556,-74.83825,3986,2016,cultivated_potato,cultivated_potato,,current,0,MLG221,Huancavelica-Huancavelica-Yauli,190
