12,926,1,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
PPI039-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI040-FTA,EC1,0,132,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI041-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI042-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI044-FTA,EC1,0,136,136,0,260,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI045-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI066,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI067,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI068,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI069,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI070,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI071,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI072,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI073,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI074,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI075,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI077,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI078,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI080,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI082,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI083,EC1,0,132,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI085,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI086,EC1,0,132,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PPI088,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI090,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI091,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI093,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI095,EC1,0,132,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI096,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,270,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI097,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI098,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI099,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI100,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI101,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI103,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPI104,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPI105,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPI106,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPI107,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPI108,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPI109,EC1,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,262,268,0,331,355,0,173,175,204,213,221
PPI110,EC1,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,262,268,0,331,355,0,173,175,204,213,221
PPI111,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI112,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,272,0,331,355,0,173,175,204,213,217
PPI113,US1,0,140,142,0,266,266,288,290,296,0,166,170,0,189,192,0,244,254,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPU008,US1,0,136,136,0,266,266,288,292,304,0,166,170,0,189,192,0,244,254,270,273,279,152,158,198,0,266,266,0,341,355,0,173,177,0,213,217
PPU009,PE3,0,138,138,0,266,266,0,292,296,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PPU036,PE3,0,138,138,0,266,266,0,292,294,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PPU041,PE3,0,138,138,0,266,266,0,292,296,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PPU046,PE3,0,138,138,0,266,266,0,292,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PPU090,US1,0,134,140,0,266,266,288,290,300,0,166,170,0,189,192,244,246,260,270,273,279,152,156,200,0,266,266,0,341,355,0,173,175,0,213,217
PPU103,US1,0,136,138,0,266,266,288,292,298,0,166,170,0,189,192,0,244,254,270,273,279,152,168,200,0,260,266,0,341,355,0,173,177,0,213,217
PPU106-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU107-FTA,EC1,0,134,136,260,264,266,288,290,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,173,204,209,217
PPU108-FTA,PE7,0,134,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU109-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PPU110-FTA,PE7,0,134,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU111-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU112-FTA,PE7,0,134,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU113-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU114-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PPU115-FTA,PE7,0,136,138,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,0,154,156,0,258,268,0,341,355,0,173,177,0,217,217
PPU116-FTA,EC1,0,134,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PPU117-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU118-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU119-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU120-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU121-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU122-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU123-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU124-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU125-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU126-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU127-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU128-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU129-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU131-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU132-FTA,PE7,0,136,136,260,264,266,288,290,292,0,166,170,0,192,195,0,242,244,270,273,279,154,156,204,0,258,268,0,341,355,0,173,173,0,217,217
PPU133-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PPU134-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPU135-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPU136-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPU137-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PSR001,PE3,0,142,142,0,266,266,0,292,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PSR003,US1,124,136,140,0,260,260,0,282,282,0,166,166,0,189,189,0,240,240,0,279,279,0,162,162,0,258,276,0,355,355,0,175,175,0,230,238
PSR004,US1,124,136,138,0,260,260,0,282,282,0,166,166,0,189,189,0,240,240,0,279,279,0,162,162,0,258,276,0,355,355,0,175,175,230,238,272
PSR007,EC1,0,134,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PSR008,EC1,0,134,134,0,266,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,0,205,217
PSR009,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PSR016,US1,0,138,142,0,266,266,288,290,294,0,166,170,0,189,192,0,244,244,270,273,279,152,156,198,0,264,266,0,341,355,0,173,177,0,213,215
PTA001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PTA002,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PTA003,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PTA020,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,266,268,0,331,355,0,173,175,204,213,217
PTA021,EC1,0,134,142,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PTA023,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,213,217
PTA024,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PTA025,EC1,0,134,136,0,264,266,284,290,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PTA026,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PTAC001,PE3,0,142,142,0,266,266,0,292,294,0,166,170,0,192,195,0,244,244,0,270,279,0,154,166,0,268,268,0,341,355,0,175,175,0,205,217
PVM001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PVM002,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PVM016,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM018,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM019,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM020,EC1,0,134,134,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM021,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM022,EC1,0,134,134,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM024,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM026,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PVM028,EC1,0,134,136,0,266,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
