12,926,1,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
PCO128,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,272,0,331,355,0,173,175,204,209,217
PCO129,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PCO130,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PCO131,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PCO132,EC1,0,134,136,0,264,266,284,290,304,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,270,0,331,355,0,173,175,204,213,217
PCO133,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PCZ001,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ001-FTA,EC1,0,132,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ002,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ002-FTA,EC1,0,132,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ003,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ003-FTA,EC1,0,132,140,0,264,266,286,290,304,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ004-FTA,EC1,0,132,140,0,264,266,286,290,304,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ005,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ005-FTA,EC1,0,132,140,0,264,266,286,290,304,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ006-FTA,EC1,0,132,140,0,264,264,286,290,304,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ007,PE3,0,134,134,0,266,266,0,288,292,0,166,170,0,192,195,0,244,244,0,279,279,0,160,168,0,268,268,0,341,355,0,175,175,0,205,217
PCZ009-FTA,EC1,0,132,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ010-FTA,EC1,0,132,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ011-FTA,EC1,0,132,136,0,264,264,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ012-FTA,EC1,0,132,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ013-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ014-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ015-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ016-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ017-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ018-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ019-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ020-FTA,EC1,0,134,136,0,266,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ021-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,266,268,0,331,355,0,173,175,204,213,217
PCZ022-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,248,0,279,279,0,160,160,0,268,270,0,331,355,0,173,175,204,213,217
PCZ023-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ024-FTA,EC1,0,132,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ025-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ026,PE3,0,136,136,0,266,266,0,290,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,162,0,268,268,0,341,355,0,175,175,0,205,217
PCZ026-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ027-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ028-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ029-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ030-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ032-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ033-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ034-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ036-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ041,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ042,PE3,0,136,136,0,266,266,0,288,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PCZ110,PE3,0,138,138,0,266,266,0,292,296,0,166,170,0,192,195,0,244,244,0,270,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PCZ111,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ118,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ119,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ155,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ156,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ170,EC1,0,132,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ172,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,0,204,213
PCZ173,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ174,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ175,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ176,EC1,0,134,136,0,264,266,284,294,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ178,EC1,0,134,136,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ180,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ181,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ182,EC1,0,134,142,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ183,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ185,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,355,355,0,173,175,204,213,217
PCZ186,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ220,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ227,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ228,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PCZ229,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PCZ230,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHCA001-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA002,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHCA002-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA003-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA004-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA005-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA006-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA007-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA008,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHCA008-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA009-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA010-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA011-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA012-FTA,EC1,0,134,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA013-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA014-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA015-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA016-FTA,EC1,0,134,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA017-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA018-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA019-FTA,EC1,0,132,134,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA020-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA021-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA022,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHCA022-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA023-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA024,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHCA024-FTA,EC1,0,132,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA025-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA026,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHCA026-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA027-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA028-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA029-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA030-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA031-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA032-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA033,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PHCA033-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA034,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PHCA034-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PHCA035-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA036-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA037-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA038,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PHCA038-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA039-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA040-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA041-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA042-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA043-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA044-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA045-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA046-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,270,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA047-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PHCA048-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA049-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA050-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA051-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA053-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA054-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA055-FTA,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA056-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA057-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA058-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA059-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA060-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA061-FTA,EC1,0,134,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA062-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA063-FTA,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA064-FTA,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA065-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PHCA066-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA067-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA068-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA069-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA070-FTA,EC1,0,134,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA071-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA072,EC1,134,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA073,EC1,0,136,138,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA073-FTA,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA075,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA075-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA076,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA076-FTA,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA077,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA078,EC1,0,134,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA078-FTA,EC1,0,134,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PHCA079,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA079-FTA,EC1,0,134,136,0,266,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA080,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA081,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,268,268,0,331,355,0,173,175,204,209,217
